subjects	run	csf	white_matter
002	1	4.298601993320503	0.3952514921115693
002	1	3.345974894410503	0.2419794976743077
002	1	2.457202396294633	0.3911508962203527
002	1	2.3656345221627646	0.31356675357245933
002	1	1.6637275740596635	0.40558335702061754
002	1	1.3928083214848357	0.4676116715562415
002	1	1.624620528157152	0.5365066288411526
002	1	1.5116245629336333	0.5657513307357078
002	1	1.2526964173871704	0.6424426434038679
002	1	1.4338980996488715	0.6130316770273367
002	1	1.179491649440962	0.6334581064423475
002	1	1.1892674994279986	0.5898170807889755
002	1	1.16557241375898	0.5843687923737377
002	1	1.2106613244728237	0.6187828182046644
002	1	0.5619676583010147	0.6028655782121461
002	1	1.1158479544685065	0.7196561700976218
002	1	1.2031059668594821	0.6981279434065755
002	1	0.5235608442952611	0.616328575626838
002	1	1.0786640387957789	0.7885310586875534
002	1	1.3351737819790657	0.9017437863771676
002	1	0.6275331921769833	0.8567991583668118
002	1	1.4202895478666164	0.8204563188648422
002	1	0.6176772150298575	0.6899088700653522
002	1	0.512482206028622	0.731260897294078
002	1	0.7782414009290761	0.6155144764474585
002	1	0.43954054106025353	0.6817816771091714
002	1	0.8169619472912188	0.5938624483297303
002	1	0.7982012487103987	0.6331531786243545
002	1	0.7857007129947533	0.7121388209273931
002	1	0.6893017471185487	0.6954611266276629
002	1	0.7175442528151166	0.7925770689181348
002	1	0.6990303280844898	0.7605062886133709
002	1	0.6474608462958713	0.8096926557795712
002	1	0.6547507831461417	0.7656353028775271
002	1	0.4809458796966197	0.6962642846250873
002	1	0.7966305115339338	0.719415735707102
002	1	0.6709945480609463	0.5619506902116598
002	1	0.16282252696097999	0.6198938598470818
002	1	0.9242329583076554	0.5539313631077789
002	1	0.48794780253895453	0.5809166132222572
002	1	0.6470422639262665	0.7105264354700722
002	1	0.939918099194287	0.6573829038624126
002	1	0.21851244531406167	0.7103106684507594
002	1	0.8779524029969252	0.6935469417314692
002	1	0.8458885014349846	0.7506177580345792
002	1	0.8208278004432827	0.7663837017392723
002	1	0.761783340831343	0.659470205063343
002	1	0.6849678388899321	0.7465288539583241
002	1	0.5112274058575395	0.6759727961913597
002	1	0.9045635979214381	0.6674958944505391
002	1	0.5959067440584107	0.7018233179197182
002	1	0.9361264585430433	0.6700408935418523
002	1	0.6274681051986448	0.6858172191697776
002	1	0.6399635405304593	0.6729354685832192
002	1	0.43029478433386714	0.6132207452112368
002	1	0.7550629375212594	0.7660849876683216
002	1	0.7154119926380247	0.6670634412646166
002	1	0.6949617518653213	0.7042476064484049
002	1	0.6871390949427791	0.7223120655071398
002	1	0.5666673068637209	0.6377100322338123
002	1	0.539644967891121	0.7112152975058166
002	1	0.7128833209765872	0.7123862101521468
002	1	0.5698766907181749	0.6886655265784043
002	1	0.7053393532534926	0.7119995566102943
002	1	0.45799761993008303	0.7227979061583909
002	1	1.115237759698374	0.6362305008911875
002	1	0.8123492059610982	0.5824573535912094
002	1	0.444469952500981	0.7530235698632879
002	1	0.7085426330674096	0.6613622544832793
002	1	0.7672080641225136	0.6416286792041461
002	1	0.1744317308249208	0.5577284418810962
002	1	0.772473123797397	0.6933675529120507
002	1	0.4019968345956926	0.4818539669634134
002	1	0.13042297742067888	0.7197131954997218
002	1	0.45305734918983376	0.6433846865752315
002	1	0.6898191085433751	0.7503580050542098
002	1	-0.0573541518141667	0.33144189861103257
002	1	0.16394926024683798	0.5238691659064045
002	1	0.8666865346169175	0.8624496958183272
002	1	0.22845880872317537	0.590105726195759
002	1	0.37017200998667477	0.6121609943721324
002	1	0.07911661115218749	0.5138073584650868
002	1	0.17320628189172282	0.5327874957598624
002	1	0.4402583748330784	0.505998827235203
002	1	-0.01912352284058727	0.49793413720435353
002	1	0.49365402711521256	0.597120267272004
002	1	0.7300518073587057	0.577796183296897
002	1	0.20502062677761046	0.638867218574731
002	1	0.3915174981795104	0.539474546594704
002	1	0.25257791764730086	0.4698051692858911
002	1	0.18613538667757723	0.5664388539535565
002	1	0.5873861688435227	0.49940140554561196
002	1	0.5191970356710982	0.5553153781652611
002	1	0.6262668503746625	0.544000648684289
002	1	0.6155367358910127	0.5221353085330946
002	1	0.528207960806995	0.6241864580313319
002	1	0.6379736107756031	0.5654018387707254
002	1	0.6471737126822177	0.6159800065733947
002	1	0.8705543527170505	0.5157308078321421
002	1	0.8106658738674639	0.48015945894502465
002	1	0.7905025224834787	0.5893900813673554
002	1	0.6140990030595077	0.5224851010835891
002	1	0.4871401245632825	0.43314083350598764
002	1	0.5200311990740687	0.3733472465661265
002	1	0.0710961682688378	0.4467093295138227
002	1	0.6545160866457991	0.4644767689772351
002	1	0.14879617478185025	0.5151572465913006
002	1	0.21387517723361782	0.63808945908292
002	1	0.5223193557765171	0.5580865299630346
002	1	0.3052890356684941	0.6044096191201902
002	1	0.6562583819017789	0.5039971393676836
002	1	0.4985763138771091	0.4420241462417067
002	1	0.052236427899316595	0.4501680262931842
002	1	0.12463198301550449	0.416970279003138
002	1	0.4006805573307304	0.3880840641431291
002	1	0.01080658028081416	0.43806673195567214
002	1	0.22082194983616432	0.34984661541872697
002	1	0.37759187589365695	0.38995305225530785
002	1	0.06968767710495172	0.4615579297879009
002	1	0.19960914545976038	0.33188828896308564
002	1	0.17225270930767067	0.3600943550455611
002	1	-0.4722660210360061	0.3544931952485797
002	1	0.3593617188273299	0.3499896655738013
002	1	0.34445756946514905	0.39287339801464327
002	1	0.07147298364613164	0.3611397611117866
002	1	0.43928057537981147	0.319074781661584
002	1	0.1908832306438626	0.41187643772764204
002	1	0.4343108222309269	0.4887362439785363
002	1	0.6526722467747277	0.4212595204501355
002	1	0.3754970692991577	0.4885391422501044
002	1	0.34313273770808905	0.5632950572657762
002	1	0.5559779408394121	0.6307504225477913
002	1	0.6691336831688943	0.566485208841641
002	1	0.5887194973462186	0.4798736394749028
002	1	0.7372898269010477	0.44130189324293667
002	1	0.17859598573176072	0.35039295434968665
002	1	0.10638898933348173	0.31100221756750557
002	1	0.4918527798890864	0.5600821622840471
002	1	0.6012672764323952	0.35999410382976293
002	1	0.11968644976802523	0.4974328883933481
002	1	0.6768342697818497	0.39538730260755983
002	1	0.5792892728436954	0.5963933611414376
002	1	0.022840792312678104	0.058824001413327665
002	1	0.5380264646259718	0.4267209422225733
002	1	0.39350985433171104	0.755964728861926
002	1	-0.06114723926295085	0.4145702776497018
002	1	-0.20893023580659076	0.46267281160604057
002	1	0.31528760642439124	0.36016082252277215
002	1	-0.10232828900434754	0.3454293730900275
002	1	0.1509506426352658	0.3449917897542889
002	1	0.11081826556846863	0.3071357857385948
002	1	-0.44428037645394625	0.20523965988930115
002	1	0.40612848077093133	0.42255110186259515
002	1	0.16090694018085117	0.33593594897854473
002	1	0.20880927384439474	0.4078516665872769
002	1	-0.015997665393129523	0.3724334699321048
002	1	0.5408261848499478	0.5089698879086768
002	1	0.41796063760899926	0.4265729352245273
002	1	0.19812897967881327	0.5181131922943791
002	1	0.6558178387985123	0.44057822799614144
002	1	0.20758116230202006	0.40400105040789924
002	1	0.08527307849828958	0.4187923491447947
002	1	0.2883000993792848	0.3182893122738193
002	1	-0.17219286225150654	0.25787207836735604
002	1	0.05780040556338406	0.30524872713226614
002	1	0.5779602692300898	0.32708855041948937
002	1	0.13360963921118696	0.40543021483362907
002	1	0.44933467699708274	0.4736101090943947
002	1	0.40367257298370873	0.3983836959647391
002	1	-0.29529186988710876	0.44140550543762913
002	1	0.2289954935311016	0.35957888617583933
002	1	0.01458695157154466	0.3601492999620888
002	1	-0.137521459155181	0.3379465333521523
002	1	-0.06812112422964844	0.30300131397045504
002	1	0.4155080921824208	0.4268892036412666
002	1	0.5511824341655824	0.3297442075967325
002	1	-0.38346141542490386	0.4076027594513363
002	1	0.46696467307079104	0.5000454467897839
002	1	0.2646176768251536	0.3877074532459943
002	1	-0.31028899717853164	0.4351763179418384
002	1	0.24713950817914565	0.378059229801579
002	1	0.14882402739840472	0.294912667464331
002	1	-0.17996217884656573	0.3760024973307168
002	1	-0.19486149805972275	0.36833392979687574
002	1	0.2794240780330597	0.4512699637406996
002	1	0.4070374427622738	0.34900148652896235
002	1	-0.12430622831418248	0.37438404224575095
002	1	0.4554574946071597	0.38839270349318156
002	1	0.1387522891526487	0.3021109261147643
002	1	-0.4302414117642144	0.3192532258902361
002	1	0.011502204653027093	0.3749538965241612
002	1	0.35204022888247266	0.2761543749981996
002	1	-0.45898924725443635	0.35483158513285673
002	1	0.14892169820896584	0.3105568886611678
002	1	0.1809234709224512	0.27857924710698967
002	1	-0.42105078489652215	0.34279444745850185
002	1	0.11775156259885478	0.251688187880589
002	1	0.0025336431359335165	0.24856629910921413
002	1	-0.2375485135420803	0.2937035391832552
002	1	0.0499125325712555	0.28488818479412714
002	1	0.20316815193517357	0.3135705616684561
002	1	0.49043159412408954	0.3030066129481952
002	1	-0.3232352447428468	0.2610763880810367
002	1	0.36179756254355766	0.39560676610869905
002	1	0.3966418417030013	0.2661786013392202
002	1	-0.36730025393147514	0.3271737106796735
002	1	0.3958551266575654	0.29631100061884297
002	1	-0.029193800352999233	0.2667331103830577
002	1	-0.316634124973902	0.3331655598735779
002	1	0.15018458323557127	0.3270011712855023
002	1	-0.014289075790600236	0.2975212498724318
002	1	-0.3909181202762113	0.32170670751479236
002	1	0.02352143116853256	0.24211173465140234
002	1	0.01753625538485437	0.22397114305105958
002	1	-0.0400370678007107	0.3261817662141908
002	1	-0.02830442129906885	0.28590045920185503
002	1	0.08366890559258877	0.26904097402000104
002	1	0.06184880901230372	0.29421137797416463
002	1	-0.2488498772809038	0.2550825009236348
002	1	-0.28939533346908775	0.25981670825399306
002	1	0.12303854895176869	0.268658953733663
002	1	-0.48173731469553616	0.23022000111743068
002	1	0.08401001439659694	0.3421313228449492
002	1	0.3179094059991172	0.2851204955271385
002	1	-0.042023022716477954	0.2771756163341337
002	1	0.1670041901233219	0.2921387930787205
002	1	0.16954149536249474	0.26476423942847305
002	1	0.05356374179692125	0.2934709649565974
002	1	-0.2259868032398913	0.2566840506462711
002	1	0.3278260466070577	0.290654328233785
002	1	0.41301665367430473	0.1855571563209537
002	1	-0.16742410116896167	0.23476917384168416
002	1	0.6385759642183189	0.12831816885309877
002	1	0.30192579394000063	0.12831780281010197
002	1	-0.44459126503572577	0.25279539426288977
002	1	0.6024591909483661	0.3779446362316179
002	1	-0.21968418329892359	0.029784074683931294
002	1	-0.4998086482131896	0.43959970687046734
002	1	-0.12142052819815774	0.5056912921370014
002	1	0.24180985092297647	0.3692942013565812
002	1	-0.15421827159421753	0.26963400039518604
002	1	0.11432757470923605	0.2121443370961913
002	1	-0.09683977806329835	0.09357906584645548
002	1	-0.6146928569538659	0.05383965281748715
002	1	-0.055877228545980984	0.07498315232794539
002	1	-0.3268953775851742	-0.019565613519972658
002	1	-0.31370888724552515	0.09728280830694302
002	1	-0.15443829508855345	0.060463956152091214
002	1	0.003474322490120585	0.12693333445857036
002	1	-0.41556255206180026	0.21509839599612235
002	1	0.047990278903427	0.27586776365151877
002	1	0.2543891202184625	0.19617201897384007
002	1	-0.14450944898260332	0.3060615988468953
002	1	0.056969079925224264	0.31301212002622947
002	1	0.057060730469359555	0.14761361396948303
002	1	-0.2963710747717272	0.25850356373521777
002	1	-0.06538451977574766	0.22544508962418774
002	1	0.012497324392086284	0.1450078369561254
002	1	-0.1630222293402852	0.28011225945734
002	1	-0.4104050874046976	0.24957126572020627
002	1	-0.1075466437968089	0.17513057047588632
002	1	-0.32298581374486446	0.23894260464896888
002	1	-0.5730412301041241	0.24990729546243529
002	1	-0.1217364800052394	0.2309471413880715
002	1	-0.26453516771611874	0.1592647746745115
002	1	-0.892506242948798	0.13199965825361915
002	1	0.04199426907882753	0.13447478812975078
002	1	-0.5213005778204547	0.052653912363481936
002	1	-0.3016282233531058	0.13368940514094163
002	1	-0.32750963307384495	0.0032571334283488795
002	1	-0.2156429360585861	0.10817199157185087
002	1	-0.9583099924634695	0.15318133158605463
002	1	0.5118381566661725	0.2920782185373838
002	1	0.7353025980787748	0.2348939306919533
002	1	-0.5457837957692107	0.3432910466962653
002	1	-0.05754848622522957	0.21762144716620924
002	1	-0.253057093129911	0.19971986175416134
002	1	0.015128023369982202	0.17027816612196034
002	1	0.2264790109931738	0.14235650031923797
002	1	-0.2249998045895012	0.2113958256464059
002	1	-0.5346064465952907	0.15578145929396214
002	1	-0.259548132604948	0.19085762502939474
002	1	-0.6072353410388729	0.14783671564755707
002	1	-1.069473472010614	0.12547110539549067
002	1	-0.509101046936749	0.1329815924162432
002	1	-0.1749005408579194	0.017799657161575055
002	1	-0.7543877940427706	0.06385600549194237
002	1	-0.620951164354139	0.06559585057060247
002	1	-0.4796764551922337	0.14952414124476832
002	1	0.2631497710660966	0.25493533594730877
002	1	-0.048948234368708654	0.1490833195524175
002	1	-0.7494430622508617	0.21395946879687244
002	1	-0.05991714787860758	0.2523188076763603
002	1	0.00025639250506515054	0.19298889210035952
002	1	0.02264836170635931	0.2842036590086252
002	1	-0.05780245297840736	0.23865560237548777
002	1	-0.5769654446531547	0.2799723488135868
002	1	0.31498697633487893	0.2823015917009286
002	1	-0.11315740569027355	0.13754735221650094
002	1	-0.3780141922587461	0.21539569092850286
002	1	-0.0836010545956043	0.21679019402040467
002	1	-0.1761698924451025	0.23476826572054676
002	1	0.39566707694480385	0.3378475653202031
002	1	0.31504877761040007	0.26629193466800416
002	1	-0.49041110351485884	0.25469926822052
002	1	0.4254445291197442	0.26071727177185267
002	1	-0.24826320614462816	0.1436568835855354
002	1	-0.21883120647613907	0.24218853004371965
002	1	-0.04246306308563419	0.17968514992972473
002	1	0.2098247617162201	0.29916597503255105
002	1	0.22960627177587867	0.2534252647368618
002	1	-0.6461759739548825	0.2641321014983191
002	1	0.2804977476171189	0.24355182363254357
002	1	0.16261017460305993	0.1907536644163912
002	1	-0.2169343599964435	0.2620931322823168
002	1	0.019356954508296553	0.188308033914538
002	1	-0.04234484532855731	0.1919784169414811
002	1	-0.31130772974057663	0.21631668200447507
002	1	-0.4510947049358123	0.17200227001310964
002	1	-0.6111938369641337	0.1186114183838356
002	1	-0.17590361184302594	0.07835512993605676
002	1	-0.43747382676249913	0.08758868109023865
002	1	-0.7261735982734479	0.15499620829208993
002	1	-0.02812034085117432	0.14593179748901264
002	1	-0.49958168063935204	0.05831287214465419
002	1	-0.5786748404418631	0.06566209180989802
002	1	-0.4442804969986156	0.07368504740814785
002	1	-0.2431091892484858	0.11243591379151496
002	1	-0.23103780588714073	0.08420876531367583
002	1	-0.238775654630075	0.07434480434507407
002	1	-0.4296859325239666	0.0654476378404496
002	1	-0.02302489234224936	0.13430583355817305
002	1	-0.49904031518738634	-0.004993657981742672
002	1	-0.6503295371401947	0.15113370528776215
002	1	-0.18143984106066569	0.1006203136462176
002	1	-0.13624826908200305	0.17005690435938448
002	1	-0.0014862056804076929	0.08880003595082542
002	1	-0.6496388598035026	0.08377638146670563
002	1	0.06057717613434477	0.12098151310782157
002	1	0.09908811810454665	0.0677130514169022
002	1	-0.3134137646285069	0.09369627649749646
002	1	-0.28006701103504383	0.15944632963056904
002	1	-0.3610922617445169	0.07291770134358444
002	1	0.16201917988421144	0.39667541052979516
002	1	0.29202441582249605	-0.02325639483501618
002	1	-0.23265252616448606	0.2742994412120936
002	1	-0.5435596099220987	0.43470292323004855
002	1	-0.5045010201968552	0.13173502996259856
002	1	0.07351668975579173	0.23956932563945088
002	1	-0.14193264184156362	0.03682009240189643
002	1	-0.7125255884000126	0.14426453297222963
002	1	-0.06450905527177042	0.07368889116384025
002	1	0.04383804710981565	0.07426540390214598
002	1	-0.5109737222468453	0.06298940195956959
002	1	0.18394752393913905	0.17903316765944055
002	1	-0.04588361980654554	0.17404682656180626
002	1	-0.048257946624758574	0.3127242602941891
002	1	-0.238011388768129	0.13758661209304535
002	1	-0.3841734920566182	0.2318183679518313
002	1	0.2112555488568546	0.16025811960440706
002	1	-0.035843503289228806	0.14892419542059088
002	1	-0.2739554303847598	0.13986390349947442
002	1	0.35308289862325637	0.20736278149729515
002	1	-0.20280928703112977	0.12365122408584739
002	1	-0.1457463517515123	0.08744138524656364
002	1	-0.11013627087410782	0.04199375269251959
002	1	0.1375066804269096	0.15950900875614593
002	1	-0.45007021410042114	0.002818454032023965
002	1	-0.29696372715424957	0.2692884333789465
002	1	0.2177557852644867	0.19493156236609366
002	1	0.22994426932498868	0.27231060022694464
002	1	-0.09615225648899184	0.26223408046703867
002	1	0.1131578738617236	0.2783546903489338
002	1	-0.06967032527381889	0.1351030829585369
002	1	-0.1007664042028722	0.07724156602716903
002	1	0.10736368467394186	0.3213851775248884
002	1	-0.04423738142112654	0.08238945561112132
002	1	-0.4632355181886112	0.06848379525794712
002	1	-0.057614053825432165	0.03397585663256564
002	1	-0.29501874506429715	-0.014437587481708647
002	1	-0.5457568908239523	0.035410354994098725
002	1	-0.13643316115972937	0.07534893360762851
002	1	-0.1943872045343511	0.09310301144252264
002	1	-0.293333481729789	0.05732730301761535
002	1	-0.34872046954080815	0.13024888833948012
002	1	0.1279317738179344	0.21084506664610103
002	1	-0.11316566282719975	0.1009905761423937
002	1	-0.6203122437152331	0.14743264754753227
002	1	0.04366413979735739	0.07838626128959447
002	1	0.03193538617496472	0.16694383133670954
002	1	-0.13714220048338177	0.19619582876248387
002	1	-0.07572239891715071	0.08279282318869718
002	1	-0.4112575149826938	0.13310828466384805
002	1	-0.009682549218467784	0.13164180552769267
002	1	0.3108861004105279	0.12097059066648796
002	1	-0.17309334385821273	0.11714900284781038
002	1	-0.8135853117607041	0.07749852659124201
002	1	-0.10569598217639964	0.26161663090103104
002	1	-0.05753605496721548	0.16939061628409036
002	1	-0.2969321421815323	0.24882341006831155
002	1	-0.2770424305482635	0.15308724228300719
002	1	-0.4146319206604261	0.15464301268704617
002	1	-0.06808675976121492	0.16286542427967277
002	1	0.09199352479159018	0.10198713531275416
002	1	-0.5345880530785792	0.13827289302727763
002	1	-0.06479661323059815	0.1564664303479475
002	1	0.30494891169018956	0.023426139572066518
002	1	-0.010858587720363744	0.13207026376372255
002	1	-0.5817127837950409	0.1725865941767779
002	1	-0.11872572993098629	0.10965104094245248
002	1	0.1125182954530004	0.12168410154676224
002	1	-0.5493611293417757	0.15304550742378353
002	1	-0.42617138717974967	0.16339967814489853
002	1	-0.42102581263603156	0.04131193191668103
002	1	-0.4579206049238991	0.0727682823763729
002	1	-0.4519181636395331	0.05839845893274287
002	1	-0.5959386743621167	0.07474588257478842
002	1	-0.12160147256805942	0.18085867367936714
002	1	-0.18904182490625487	-0.025694572641299374
002	1	-0.8216605759989335	-0.025253226826876585
002	1	-0.4731768511215222	-0.036753592804373625
002	1	-0.3317909119621163	0.06673629192579256
002	1	-0.21074535520908455	0.055502765468546045
002	1	-0.8397015914824664	0.060240946434532816
002	1	0.23039664854039188	-0.10089991967363687
